Observer ,Year,Month,Sunday,Site,Family,Genus,Species,Fork length
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,19.36442
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,19.36789
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.36877
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,19.37395
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.37473
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,19.38354
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.38619
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.38705
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,19.39328
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,rubroviolaceus,19.39561
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,19.40085
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.40669
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.40799
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.40933
Jessica Tran,2021,April,2,Papeete market,Scaridae,Calotomus ,carolinus,19.4112
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,19.41772
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,19.41965
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.42122
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,19.42136
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.42138
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,19.42233
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,19.42268
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.42409
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.42524
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,19.43072
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.43195
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.43273
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.43421
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,19.44101
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.44138
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,19.44159
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.44607
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,rubroviolaceus,19.44668
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,19.44718
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,tiere,19.44796
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.45027
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,19.4503
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,19.45715
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,19.45943
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,19.46191
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,19.46958
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.47201
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,argenteus,19.47759
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.47965
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.48087
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,19.48377
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,19.48514
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,19.48688
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.48894
Jessica Tran,2021,April,2,Papeete market,Mullidae ,Parupeneus ,multifasciatus,19.48952
Jessica Tran,2021,April,3,Papeete market,Scaridae,Calotomus ,carolinus,19.49737
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,19.49772
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,19.49962
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,19.50743
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,19.51345
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.51587
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.51625
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.51747
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.51756
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,19.51836
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Parupeneus ,multifasciatus,19.51877
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.5199
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.52506
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.53175
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.54095
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,19.54097
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Parupeneus ,multifasciatus,19.54875
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.54881
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,19.54919
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.55018
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.5553
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,19.55837
Jessica Tran,2021,April,2,Papeete market,Mullidae ,Parupeneus ,multifasciatus,19.56145
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.56396
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,19.56503
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.57264
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.5746
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,19.57517
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.57808
Jessica Tran,2021,April,3,Papeete market,Labridae,Epibulus,insidiator,19.57849
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,19.57895
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.58248
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.58331
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.58509
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,19.58928
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,19.59355
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,tiere,19.59789
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.59829
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,19.60212
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,19.60572
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,argenteus,19.60832
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.61166
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,19.61375
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.61409
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.61418
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,spiniferum,19.61893
Jessica Tran,2021,April,1,Papeete market,Acanthuridae,Naso,lituratus,19.62209
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,oviceps,19.62241
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,spiniferum,19.62438
Jessica Tran,2021,April,2,Papeete market,Mugilidae,Ellochelon,vaigiensis,19.62483
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,19.62811
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.62955
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,violacea,19.63052
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.63145
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,19.63342
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.63543
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,19.6397
Jessica Tran,2021,April,4,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,19.64062
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.64285
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,oviceps,19.64537
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.64644
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,19.64967
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.65794
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,19.66408
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.66612
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,19.67247
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,19.67322
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.6823
Jessica Tran,2021,April,1,Papeete market,Labridae,Epibulus,insidiator,19.68405
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,19.68445
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,19.68507
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.68885
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.69147
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,19.69278
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.69357
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,oviceps,19.69393
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.69711
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.69712
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.69716
Jessica Tran,2021,April,1,Papeete market,Labridae,Cheilinus,trilobatus,19.70238
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,19.70517
Jessica Tran,2021,April,3,Papeete market,Scaridae,Calotomus ,carolinus,19.7084
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.71165
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.71249
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.71342
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.71342
Jessica Tran,2021,April,2,Papeete market,Lutjanidae,lutjanus ,kasmira,19.71669
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,19.7167
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,19.71932
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.72168
Jessica Tran,2021,April,4,Papeete market,Mullidae ,Mulloidichthys,vanicolensis,19.72534
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,oviceps,19.73003
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.73343
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.73403
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.7355
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,oviceps,19.74032
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.74152
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,spiniferum,19.74486
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,19.74579
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,19.75074
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.75348
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.75382
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,murdjan,19.7557
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,19.75614
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,19.75707
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,spiniferum,19.75932
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.76017
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,19.76091
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.76366
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.76384
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.76558
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.76657
Jessica Tran,2021,April,4,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,19.77213
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.7739
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,19.77717
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,19.78
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.78214
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.78404
Jessica Tran,2021,April,1,Papeete market,Scaridae,Chlorurus,spilurus,19.78962
Jessica Tran,2021,April,4,Papeete market,Lutjanidae,lutjanus,fulvus,19.79122
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.79185
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,19.79314
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,19.7954
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.79609
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,19.79781
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,19.79986
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.80107
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.80466
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,19.80642
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,19.80725
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Parupeneus ,multifasciatus,19.80765
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.80805
Jessica Tran,2021,April,3,Papeete market,Scaridae,Calotomus ,carolinus,19.80873
Jessica Tran,2021,April,4,Papeete market,Carangidae,Caranx,autre,19.81044
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,hexagonatus,19.81245
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,spiniferum,19.81276
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.81628
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,19.81852
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.82558
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,19.82583
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.82642
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,rubroviolaceus,19.82855
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,urodeta,19.83701
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,19.83747
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,19.83763
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.83913
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.83917
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,19.84085
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.84368
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.84379
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,19.8444
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,19.84896
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.85111
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,19.85205
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.85612
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,hexagonatus,19.85826
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.86595
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.86715
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,19.87656
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,19.87687
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,19.88091
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,19.88224
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.88333
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.88515
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Parupeneus ,multifasciatus,19.8917
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,19.89287
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,19.89314
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Parupeneus ,multifasciatus,19.89361
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,autre,19.89409
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.89462
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.89735
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,19.90053
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.90179
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.9021
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,19.90391
Jessica Tran,2021,April,1,Papeete market,Labridae,Cheilinus,trilobatus,19.90509
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,19.90545
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,19.90643
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.90652
Jessica Tran,2021,April,4,Papeete market,Chanidae,Chanos,chanos,19.90698
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,19.90795
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Acanthurus,nigricauda,19.90889
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,argenteus,19.91191
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,19.91228
Jessica Tran,2021,April,2,Papeete market,Mullidae ,Parupeneus ,multifasciatus,19.91416
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,19.91437
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,19.92322
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,19.93054
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,19.94016
Jessica Tran,2021,April,4,Papeete market,Lutjanidae,lutjanus,fulvus,19.94156
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.94485
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.94494
