Observer ,Year,Month,Sunday,Site,Family,Genus,Species,Fork length
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.44824
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Parupeneus ,multifasciatus,18.45286
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,argenteus,18.45642
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.46132
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.46135
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,18.4629
Jessica Tran,2021,April,4,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,18.47342
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,18.47484
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.47651
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.48259
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,18.48337
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.48432
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,18.48862
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.49139
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.49343
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,18.49712
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,18.50386
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,18.50498
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.50699
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,autre,18.51355
Jessica Tran,2021,April,1,Papeete market,Acanthuridae,Naso,lituratus,18.51607
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,18.52324
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.524
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,oviceps,18.5261
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,oviceps,18.53209
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,spiniferum,18.53561
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.54008
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.54018
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.55049
Jessica Tran,2021,April,4,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,18.55265
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,18.55624
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,18.56301
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.56603
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,18.57254
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,murdjan,18.57693
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,18.58618
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,18.5874
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.59022
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.59204
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,18.59896
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,18.60367
Jessica Tran,2021,April,2,Papeete market,Mullidae ,Parupeneus ,multifasciatus,18.60477
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,18.60612
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,18.60632
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.60752
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.60911
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,18.61315
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,18.61591
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,18.61764
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,18.61893
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,18.62099
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,18.62118
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,18.62381
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,18.62657
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.63328
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,18.63542
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,18.63719
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,18.64145
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,18.64239
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,18.6454
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,18.64754
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.6493
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,18.66086
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,18.66317
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,18.66893
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,18.67119
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,18.67246
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,18.67299
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,murdjan,18.67851
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,18.68597
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,murdjan,18.6862
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,18.68646
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,18.68746
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.68752
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,18.68872
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,spiniferum,18.69418
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,18.69512
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Acanthurus,olivaceus,18.69707
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,18.69864
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.69936
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,18.70898
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,18.71016
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,autre,18.71066
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,18.71968
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,18.731
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,18.73227
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,18.73628
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,18.73903
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.73911
Jessica Tran,2021,April,2,Papeete market,Mullidae ,Parupeneus ,multifasciatus,18.73927
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,oviceps,18.74067
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,18.74172
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,18.74243
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,18.75008
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,18.7526
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.7533
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,18.76241
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.76411
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,18.76518
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,18.7661
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,18.76621
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.76716
Jessica Tran,2021,April,4,Papeete market,Mullidae ,Mulloidichthys,vanicolensis,18.76903
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,lituratus,18.77011
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.77789
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,violacea,18.77982
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.78223
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Mulloidichthys,vanicolensis,18.78229
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.78388
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.78444
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,18.78514
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,18.79855
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,18.80137
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,18.80761
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,autre,18.80872
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,18.81072
Jessica Tran,2021,April,2,Papeete market,Lethrinidae,Monotaxis,grandoculis,18.81222
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,18.81853
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,murdjan,18.82369
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,18.82394
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,18.82532
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.82736
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,18.83046
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.83201
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,18.83586
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,18.83666
Jessica Tran,2021,April,4,Papeete market,Kyphosidae,Kyphosus,vaigiensis,18.83772
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.8409
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,18.84259
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,18.84605
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,18.84956
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,18.85209
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,18.85455
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.85894
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,18.85922
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,18.86021
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,18.86642
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,18.869
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,18.87254
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,18.87346
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,18.87373
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,18.87432
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,18.87465
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.87599
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,18.87638
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,18.88244
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,18.88266
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,18.88352
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,18.88799
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,18.88975
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,18.89075
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,argenteus,18.89195
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,tiere,18.89895
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,18.90075
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,18.90213
Jessica Tran,2021,April,4,Papeete market,Labridae,Cheilinus,trilobatus,18.90384
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,18.90949
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,spiniferum,18.91032
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,18.91283
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,18.91288
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.91493
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.9153
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,18.93669
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,18.93874
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,murdjan,18.9391
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,18.94281
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,18.94749
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.9491
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,18.94915
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,18.95347
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,18.95517
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,18.956
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,18.95814
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,18.95895
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.95992
Jessica Tran,2021,April,4,Papeete market,Serranidae,Variola,louti,18.96035
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.9605
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,18.9611
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,18.96456
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,18.96708
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,18.96735
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,murdjan,18.97186
Jessica Tran,2021,April,3,Papeete market,Lutjanidae,lutjanus,fulvus,18.97337
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,18.97357
Jessica Tran,2021,April,3,Papeete market,Scaridae,Calotomus ,carolinus,18.97831
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,18.9819
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,18.98231
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,18.98307
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,18.98529
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,18.99619
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,18.99808
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,tiere,18.9983
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.00086
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.00268
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,urodeta,19.00309
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.00606
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.00728
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.00975
Jessica Tran,2021,April,1,Papeete market,Lutjanidae,lutjanus,fulvus,19.01229
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,19.0163
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,19.01937
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,hexagonatus,19.0274
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.03053
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.03259
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.0352
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.04
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.04229
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.04972
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,19.05094
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,19.05286
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.05526
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,19.06116
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.06119
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,19.06332
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.06399
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.07372
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,oviceps,19.0744
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,19.07516
Jessica Tran,2021,April,3,Papeete market,Lethrinidae,Gnathodentex,aureolineatus,19.07852
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,argenteus,19.082
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.08676
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,19.08726
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.09424
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.09473
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,19.09552
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,19.10109
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.10284
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,19.10289
Jessica Tran,2021,April,1,Papeete market,Scaridae,Calotomus ,carolinus,19.10449
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,violacea,19.10816
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.10868
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,19.10929
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.11147
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.11198
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,hexagonatus,19.11719
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.11968
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.12024
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,19.12525
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Mulloidichthys,vanicolensis,19.12548
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.12594
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.13199
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,19.13465
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,19.13714
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,murdjan,19.1373
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,19.14228
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,19.14291
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.14712
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,hexagonatus,19.14819
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.14964
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.14995
Jessica Tran,2021,April,4,Papeete market,Lutjanidae,lutjanus,fulvus,19.15107
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,19.1549
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.15751
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,19.15905
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.1607
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.16645
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.16866
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.1719
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,19.17727
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,19.17796
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.1849
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Parupeneus ,multifasciatus,19.18745
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,19.19149
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.19208
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,19.19397
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.19466
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,19.19765
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,19.1983
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,19.20167
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,19.21125
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.21515
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,19.21529
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,hexagonatus,19.22203
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,murdjan,19.22769
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.23602
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,19.23694
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,19.23721
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,19.23822
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,hexagonatus,19.24188
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.25065
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,19.25164
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.25459
Jessica Tran,2021,April,4,Papeete market,Lethrinidae,Monotaxis,grandoculis,19.25948
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,19.25963
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,19.26932
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.27312
Jessica Tran,2021,April,1,Papeete market,Labridae,Cheilinus,trilobatus,19.27837
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.27926
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,19.2797
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,19.28052
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.28102
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,19.28238
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.28488
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,tiere,19.28554
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,19.28582
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,19.28679
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.28739
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.28772
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,hexagonatus,19.29113
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,19.29132
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.29173
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,19.29377
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,19.29386
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.29622
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.29848
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.29957
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.30042
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,19.30293
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,19.30817
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.30853
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,19.31674
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,19.31894
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,spiniferum,19.32304
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.32454
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.32473
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,19.32697
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.33204
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,19.33309
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,argenteus,19.33856
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,19.34918
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,19.35187
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,19.35264
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,19.35565
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,19.3579
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,19.36258
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,19.36401
